post_id,post_type,platform,category,likes,shares,comments,views,engagement_rate,region,language,festival_relevance,festival_season,relevant_festivals,timestamp,month,day_of_week,ad_spend,age_group,gender
436,static_image,Facebook,Movies,286,799,233,6619,0.09,Rural Maharashtra East,Malayalam,No,Low,Eid al-Adha,2024-07-07 19:24:08,July,Sunday,213.76,18-24,Male
437,reel,Instagram,Technology,2784,839,326,9797,0.22,Delhi NCR Urban,Gujarati,No,Low,"Buddha Purnima, Eid al-Fitr",2024-05-25 21:09:12,May,Saturday,1370.64,45-54,Other
438,video,Instagram,Food,1815,885,106,2516,0.16,Bengaluru Urban,Hindi,No,Low,Vasant Panchami,2024-02-11 18:52:34,February,Sunday,1058.54,45-54,Other
439,carousel,Facebook,Finance,417,943,275,8569,0.06,Bengaluru Suburban,Bengali,No,Low,"Buddha Purnima, Eid al-Fitr",2024-05-10 17:00:58,May,Friday,759.69,25-34,Male
440,carousel,Facebook,Movies,3887,995,238,3535,0.14,Mumbai Urban,Tamil,No,Low,"Christmas, New Year's Eve",2024-12-15 07:01:23,December,Sunday,3216.05,35-44,Female
441,reel,Facebook,Finance,1031,193,341,451,0.03,Rural UP West,Odia,No,Low,"Christmas, New Year's Eve",2024-12-03 16:36:32,December,Tuesday,4555.95,55+,Other
442,video,Instagram,Gaming,2815,189,460,4249,0.11,Rural Bihar,Telugu,Yes,High,"Navratri, Durga Puja, Dussehra",2024-10-01 08:10:07,October,Tuesday,1139.35,55+,Other
443,static_image,YouTube,Sports,4328,294,94,3076,0.2,Hyderabad Urban,English,No,Low,"Christmas, New Year's Eve",2024-12-28 23:03:15,December,Saturday,2210.13,18-24,Female
444,static_image,Facebook,Movies,7108,1258,321,5613,0.19,Delhi Urban,English,Yes,High,"Independence Day, Raksha Bandhan, Janmashtami, Onam",2024-08-09 20:11:25,August,Friday,1133.74,25-34,Female
445,reel,Instagram,Politics,2982,1075,249,1890,0.17,Bengaluru Suburban,Kannada,Yes,High,"Navratri, Durga Puja, Dussehra",2024-10-22 07:43:12,October,Tuesday,1081.13,35-44,Female
446,reel,Instagram,Social Issues,827,834,384,9870,0.22,Rural UP West,Bengali,No,Low,Eid al-Adha,2024-07-13 19:57:45,July,Saturday,3549.6,55+,Male
447,static_image,YouTube,Sports,2622,359,405,7255,0.09,Chennai Suburban,Tamil,No,Low,"Buddha Purnima, Eid al-Fitr",2024-05-05 16:55:43,May,Sunday,4363.04,18-24,Male
448,reel,Instagram,Food,4775,559,297,5354,0.22,Rural Maharashtra East,Punjabi,No,Low,Rath Yatra,2024-06-21 02:56:53,June,Friday,1373.13,25-34,Female
449,static_image,YouTube,Gaming,5406,922,195,3645,0.13,Pune Urban,Bhojpuri,No,Medium,"Lohri, Pongal, Republic Day",2024-01-26 07:14:37,January,Friday,2790.57,25-34,Male
450,video,Instagram,Finance,1696,76,29,3757,0.08,Rural Maharashtra East,Marathi,No,Low,Eid al-Adha,2024-07-06 18:12:22,July,Saturday,1946.03,45-54,Female
451,video,Facebook,Politics,5685,642,21,12984,0.27,Rural Tamil Nadu North,Urdu,Yes,High,"Independence Day, Raksha Bandhan, Janmashtami, Onam",2024-08-28 20:38:30,August,Wednesday,411.74,18-24,Male
452,static_image,Instagram,Music,824,260,248,7378,0.15,Rural Maharashtra North,Gujarati,No,Medium,"Baisakhi, Ram Navami",2024-04-22 13:02:47,April,Monday,3865.81,35-44,Other
453,carousel,Instagram,Finance,4029,1221,417,7419,0.26,Rural Punjab,Kannada,Yes,High,"Navratri, Durga Puja, Dussehra",2024-10-15 11:34:32,October,Tuesday,3147.95,25-34,Other
454,video,YouTube,Technology,5164,1374,121,5316,0.35,Rural Tamil Nadu South,Malayalam,Yes,High,"Navratri, Durga Puja, Dussehra",2024-10-25 02:15:55,October,Friday,4849.15,18-24,Other
455,carousel,Facebook,Social Issues,2348,682,200,5611,0.3,Hyderabad Urban,Bhojpuri,No,Low,"Buddha Purnima, Eid al-Fitr",2024-05-23 12:52:05,May,Thursday,3714.06,35-44,Male
456,reel,Facebook,Health,1763,684,431,7779,0.01,Rural Maharashtra North,Marathi,No,Low,Vasant Panchami,2024-02-17 14:20:39,February,Saturday,3894.41,35-44,Male
457,carousel,Facebook,Education,2413,318,415,6387,0.08,Rural Tamil Nadu North,Odia,No,Low,"Christmas, New Year's Eve",2024-12-16 22:12:07,December,Monday,2364.94,45-54,Other
458,video,YouTube,Music,1299,16,409,11752,0.41,Rural Tamil Nadu North,Odia,Yes,High,"Diwali, Bhai Dooj",2024-11-22 10:15:53,November,Friday,3497.68,25-34,Other
459,static_image,YouTube,Movies,1906,987,382,11407,0.14,Delhi NCR Urban,Tamil,No,Medium,"Holi, Maha Shivaratri",2024-03-24 01:00:58,March,Sunday,2971.63,18-24,Female
460,static_image,Facebook,Education,2964,730,198,4475,0.1,Rural Tamil Nadu South,Telugu,Yes,Low,Rath Yatra,2024-06-29 10:33:09,June,Saturday,3533.36,18-24,Other
461,static_image,YouTube,Health,4402,138,25,13642,0.37,Mumbai Urban,Bengali,Yes,High,"Independence Day, Raksha Bandhan, Janmashtami, Onam",2024-08-30 11:29:14,August,Friday,209.53,55+,Male
462,video,YouTube,Entertainment,5631,1186,483,14149,0.24,Delhi Urban,Bengali,Yes,High,"Independence Day, Raksha Bandhan, Janmashtami, Onam",2024-08-28 21:55:37,August,Wednesday,2239.54,45-54,Other
463,video,Facebook,Food,1069,907,153,916,0.13,Pune Urban,Urdu,No,Low,Eid al-Adha,2024-07-28 09:58:04,July,Sunday,2006.1,55+,Other
464,video,Facebook,Food,658,230,348,7403,0.28,Rural Punjab,Hinglish,Yes,Low,"Christmas, New Year's Eve",2024-12-04 11:22:02,December,Wednesday,3495.15,18-24,Female
465,reel,Facebook,Sports,4174,741,309,1898,0.17,Delhi Urban,Bhojpuri,No,Low,Vasant Panchami,2024-02-21 09:57:16,February,Wednesday,3133.97,18-24,Male
466,video,Instagram,Movies,1216,588,469,4139,0.09,Coimbatore Urban,Marathi,No,Low,"Christmas, New Year's Eve",2024-12-22 08:28:33,December,Sunday,4690.17,35-44,Other
467,video,Instagram,Travel,2226,1015,307,9625,0.16,Mumbai Suburban,Urdu,Yes,High,"Diwali, Bhai Dooj",2024-11-11 22:36:06,November,Monday,2138.18,25-34,Female
468,video,YouTube,Social Issues,3462,568,279,1785,0.11,Delhi Urban,Odia,No,Low,Vasant Panchami,2024-02-12 01:00:46,February,Monday,1528.62,45-54,Male
469,static_image,Facebook,Travel,2435,51,474,1463,0.02,Bengaluru Suburban,Urdu,No,Low,Rath Yatra,2024-06-17 19:20:59,June,Monday,4631.44,35-44,Other
470,video,Instagram,Food,1800,542,307,10728,0.23,Rural Maharashtra East,Hinglish,No,Medium,"Baisakhi, Ram Navami",2024-04-21 17:59:44,April,Sunday,2665.47,55+,Other
471,reel,Facebook,Social Issues,5026,1200,256,12867,0.16,Delhi NCR Urban,Bengali,Yes,High,"Diwali, Bhai Dooj",2024-11-27 02:54:34,November,Wednesday,4737.85,18-24,Male
472,video,YouTube,Finance,4066,459,435,3885,0.25,Kolkata Urban,Gujarati,Yes,Low,Ganesh Chaturthi,2024-09-04 21:59:25,September,Wednesday,4363.75,18-24,Other
473,carousel,Instagram,Politics,2820,89,180,240,0.28,Bengaluru Suburban,Bhojpuri,No,Low,"Christmas, New Year's Eve",2024-12-27 01:11:08,December,Friday,209.54,35-44,Female
474,static_image,Facebook,Health,3045,745,257,256,0.17,Rural Karnataka South,Kannada,Yes,Low,"Buddha Purnima, Eid al-Fitr",2024-05-27 07:36:40,May,Monday,157.91,35-44,Female
475,video,Instagram,Sports,2455,711,142,9411,0.07,Rural UP West,Bhojpuri,Yes,High,"Diwali, Bhai Dooj",2024-11-29 17:38:03,November,Friday,2985.33,55+,Female
476,static_image,Facebook,Fashion,4352,961,183,2349,0.26,Bengaluru Suburban,Malayalam,No,Medium,"Lohri, Pongal, Republic Day",2024-01-25 14:26:23,January,Thursday,1972.41,55+,Other
477,carousel,Instagram,Sports,1070,784,42,7229,0.14,Mysuru Urban,Hindi,No,Low,"Buddha Purnima, Eid al-Fitr",2024-05-22 19:38:32,May,Wednesday,4739.88,35-44,Other
478,static_image,YouTube,Music,1508,528,103,1356,0.12,Rural Tamil Nadu South,Odia,No,Low,Rath Yatra,2024-06-10 00:29:30,June,Monday,2824.74,35-44,Female
479,reel,Instagram,Social Issues,4946,482,69,4584,0.22,Rural NCR,Bhojpuri,No,Low,Eid al-Adha,2024-07-20 06:34:57,July,Saturday,2175.22,25-34,Male
480,static_image,YouTube,Food,6603,448,591,4566,0.26,Chennai Urban,Kannada,Yes,High,"Navratri, Durga Puja, Dussehra",2024-10-16 22:17:34,October,Wednesday,2889.12,35-44,Male
481,video,Instagram,Gaming,1395,1372,627,5862,0.16,Bengaluru Urban,English,Yes,High,"Independence Day, Raksha Bandhan, Janmashtami, Onam",2024-08-16 06:56:03,August,Friday,2815.29,45-54,Male
482,video,Instagram,Gaming,6558,1299,546,7716,0.1,Rural West Bengal,Hindi,Yes,High,"Independence Day, Raksha Bandhan, Janmashtami, Onam",2024-08-14 16:21:00,August,Wednesday,212.96,35-44,Male
483,reel,Facebook,Education,3130,658,499,8876,0.05,Kolkata Urban,Kannada,Yes,Medium,"Lohri, Pongal, Republic Day",2024-01-09 19:05:57,January,Tuesday,3191.83,18-24,Female
484,video,Facebook,Politics,4939,616,443,8280,0.29,Mumbai Suburban,Urdu,No,Low,"Buddha Purnima, Eid al-Fitr",2024-05-29 06:09:12,May,Wednesday,3475.85,18-24,Female
485,static_image,Facebook,Health,590,339,122,8788,0.23,Rural Bihar,Bengali,No,Low,"Christmas, New Year's Eve",2024-12-05 20:05:27,December,Thursday,368.37,35-44,Female
486,video,Instagram,Movies,677,368,470,4073,0.04,Mumbai Suburban,Kannada,No,Low,"Buddha Purnima, Eid al-Fitr",2024-05-21 15:15:13,May,Tuesday,3431.74,45-54,Other
487,video,Instagram,Gaming,3781,476,591,7956,0.13,Rural Karnataka North,Tamil,No,Medium,"Holi, Maha Shivaratri",2024-03-02 19:37:17,March,Saturday,1395.55,18-24,Female
488,reel,Instagram,Education,918,496,156,10135,0.23,Mysuru Urban,Bhojpuri,Yes,High,"Navratri, Durga Puja, Dussehra",2024-10-17 09:13:31,October,Thursday,3078.9,25-34,Male
489,reel,Instagram,Politics,509,816,104,4860,0.16,Bengaluru Urban,Hindi,Yes,Low,Eid al-Adha,2024-07-24 22:11:58,July,Wednesday,1987.57,55+,Male
490,video,YouTube,Technology,4302,645,477,159,0.01,Kolkata Urban,English,No,Medium,"Holi, Maha Shivaratri",2024-03-24 13:11:47,March,Sunday,963.6,35-44,Female
491,video,YouTube,Music,1470,343,232,9065,0.09,Rural Punjab,English,No,Low,"Christmas, New Year's Eve",2024-12-14 04:21:52,December,Saturday,4909.56,25-34,Female
492,static_image,YouTube,Health,2691,284,421,11331,0.33,Noida Urban,English,No,Medium,"Baisakhi, Ram Navami",2024-04-09 22:13:32,April,Tuesday,1419.6,35-44,Male
493,carousel,Facebook,Food,5298,1071,72,10795,0.25,Rural Karnataka South,Urdu,No,Medium,"Lohri, Pongal, Republic Day",2024-01-22 12:38:55,January,Monday,4100.92,35-44,Male
494,static_image,YouTube,Technology,242,705,270,8974,0.17,Rural Rajasthan,Hinglish,No,Medium,"Holi, Maha Shivaratri",2024-03-17 05:10:01,March,Sunday,3905.85,35-44,Other
495,static_image,Facebook,Technology,710,478,589,6739,0.17,Delhi NCR Urban,Hindi,No,Medium,"Lohri, Pongal, Republic Day",2024-01-05 00:55:35,January,Friday,685.36,35-44,Female
496,video,Facebook,Sports,4532,1158,67,1657,0.11,Bengaluru Suburban,Marathi,No,Medium,"Baisakhi, Ram Navami",2024-04-25 06:28:17,April,Thursday,1795.6,55+,Male
497,static_image,YouTube,Social Issues,4372,1227,129,1666,0.34,Rural UP West,English,Yes,High,"Navratri, Durga Puja, Dussehra",2024-10-13 07:15:11,October,Sunday,2709.57,55+,Other
498,video,Instagram,Entertainment,6075,1390,246,2494,0.03,Rural Maharashtra West,Kannada,Yes,High,"Independence Day, Raksha Bandhan, Janmashtami, Onam",2024-08-18 07:25:19,August,Sunday,271.85,35-44,Other
499,video,YouTube,Fashion,3264,166,366,4520,0.3,Delhi NCR Urban,Punjabi,No,Low,"Buddha Purnima, Eid al-Fitr",2024-05-27 09:18:42,May,Monday,1513.28,45-54,Female
500,video,YouTube,Fashion,3025,108,329,471,0.03,Rural Tamil Nadu North,English,No,Low,Ganesh Chaturthi,2024-09-01 17:42:31,September,Sunday,3074.42,55+,Other
501,static_image,YouTube,Sports,64,124,412,1462,0.1,Bengaluru Suburban,Bengali,No,Low,Rath Yatra,2024-06-30 00:47:45,June,Sunday,2117.23,35-44,Male
502,carousel,Facebook,Politics,2715,478,104,4595,0.29,Rural Punjab,Tamil,Yes,Low,"Buddha Purnima, Eid al-Fitr",2024-05-04 16:20:49,May,Saturday,1547.94,45-54,Other
503,video,Facebook,Fashion,4428,895,303,2557,0.13,Rural NCR,Punjabi,No,Low,Vasant Panchami,2024-02-01 08:52:25,February,Thursday,3940.76,35-44,Male
504,static_image,YouTube,Sports,888,666,174,2671,0.11,Mumbai Suburban,English,No,Low,"Buddha Purnima, Eid al-Fitr",2024-05-23 08:50:28,May,Thursday,1113.18,45-54,Other
505,static_image,YouTube,Finance,4958,550,469,3346,0.01,Rural Maharashtra West,Odia,No,Low,Ganesh Chaturthi,2024-09-12 16:26:54,September,Thursday,3644.38,18-24,Male
506,reel,Facebook,Politics,481,558,383,2346,0.3,Delhi NCR Urban,Telugu,Yes,Low,"Buddha Purnima, Eid al-Fitr",2024-05-05 04:29:19,May,Sunday,1555.54,35-44,Male
507,video,Facebook,Movies,3411,834,326,6062,0.17,Kolkata Urban,English,No,Medium,"Lohri, Pongal, Republic Day",2024-01-22 13:34:43,January,Monday,2368.3,45-54,Female
508,reel,Facebook,Entertainment,2000,711,69,2909,0.22,Rural Maharashtra East,Odia,No,Low,Ganesh Chaturthi,2024-09-03 02:20:03,September,Tuesday,4440.32,18-24,Male
509,static_image,Instagram,Food,7302,81,190,9838,0.44,Rural Gujarat,Hinglish,Yes,High,"Diwali, Bhai Dooj",2024-11-24 16:54:55,November,Sunday,3456.61,35-44,Female
510,static_image,Facebook,Health,3134,352,212,7880,0.08,Rural Maharashtra East,English,No,Medium,"Lohri, Pongal, Republic Day",2024-01-06 22:47:31,January,Saturday,1405.87,18-24,Male
511,video,Facebook,Fashion,7117,1437,720,1783,0.25,Rural UP East,Urdu,Yes,High,"Navratri, Durga Puja, Dussehra",2024-10-24 20:54:36,October,Thursday,3991.12,45-54,Male
512,video,YouTube,Movies,4983,752,495,3436,0.23,Rural West Bengal,Odia,No,Medium,"Holi, Maha Shivaratri",2024-03-18 20:23:17,March,Monday,1830.18,35-44,Female
513,static_image,Facebook,Health,1615,862,318,1775,0.18,Delhi NCR Urban,Gujarati,Yes,Low,"Christmas, New Year's Eve",2024-12-11 02:22:26,December,Wednesday,3197.07,25-34,Male
514,video,Facebook,Fashion,4069,964,43,7533,0.02,Noida Urban,Kannada,No,Medium,"Holi, Maha Shivaratri",2024-03-31 15:04:41,March,Sunday,770.93,35-44,Other
515,reel,Facebook,Food,5185,849,724,8347,0.21,Rural West Bengal,Hindi,Yes,High,"Navratri, Durga Puja, Dussehra",2024-10-17 11:07:16,October,Thursday,745.67,45-54,Male
516,video,YouTube,Education,1392,141,523,8109,0.04,Mumbai Urban,Hindi,Yes,Medium,"Holi, Maha Shivaratri",2024-03-22 05:30:20,March,Friday,1471.68,25-34,Other
517,reel,Instagram,Health,2379,814,323,7440,0.03,Rural West Bengal,Hinglish,No,Low,Vasant Panchami,2024-02-03 21:41:45,February,Saturday,2298.74,55+,Male
518,reel,Instagram,Movies,4766,800,23,184,0.3,Rural Gujarat,Tamil,No,Low,Ganesh Chaturthi,2024-09-27 22:48:35,September,Friday,2775.75,45-54,Female
519,static_image,YouTube,Politics,5214,1190,238,3354,0.11,Rural Tamil Nadu South,Hinglish,No,Medium,"Lohri, Pongal, Republic Day",2024-01-13 01:34:04,January,Saturday,2955.28,35-44,Other
520,video,Facebook,Education,5786,674,264,7552,0.21,Delhi Urban,Punjabi,No,Medium,"Lohri, Pongal, Republic Day",2024-01-04 04:29:27,January,Thursday,2426.57,25-34,Male
521,carousel,Instagram,Sports,3860,348,152,6876,0.24,Chennai Urban,Odia,No,Medium,"Baisakhi, Ram Navami",2024-04-28 23:08:09,April,Sunday,2862.95,18-24,Female
522,static_image,Instagram,Travel,4394,192,322,3056,0.04,Rural NCR,Hinglish,No,Low,"Buddha Purnima, Eid al-Fitr",2024-05-24 03:31:34,May,Friday,2912.94,55+,Other
523,static_image,YouTube,Education,1694,786,115,10480,0.24,Coimbatore Urban,Urdu,No,Medium,"Holi, Maha Shivaratri",2024-03-19 19:53:36,March,Tuesday,2679.66,55+,Male
524,static_image,YouTube,Education,3118,294,370,9232,0.06,Rural Karnataka North,Kannada,No,Low,Eid al-Adha,2024-07-11 20:57:55,July,Thursday,2126.95,55+,Other
525,reel,Instagram,Technology,4219,654,413,4006,0.06,Rural UP West,Kannada,No,Low,Rath Yatra,2024-06-30 06:10:27,June,Sunday,4783.44,35-44,Other
526,video,YouTube,Entertainment,2382,312,452,2187,0.07,Rural Bihar,Punjabi,No,Low,Ganesh Chaturthi,2024-09-05 21:52:43,September,Thursday,2773.05,55+,Male
527,carousel,Instagram,Health,1832,888,26,3086,0.22,Delhi Urban,Malayalam,No,Medium,"Baisakhi, Ram Navami",2024-04-07 00:15:29,April,Sunday,4589.06,25-34,Female
528,carousel,Facebook,Food,1842,192,296,9506,0.14,Rural Karnataka South,English,Yes,Low,Vasant Panchami,2024-02-04 10:11:29,February,Sunday,3137.27,25-34,Other
529,reel,Instagram,Movies,3913,1378,687,9904,0.28,Rural Karnataka South,Bhojpuri,Yes,High,"Diwali, Bhai Dooj",2024-11-20 23:09:10,November,Wednesday,1009.13,35-44,Female
530,video,Instagram,Politics,3192,270,453,9269,0.25,Rural Punjab,Punjabi,No,Low,"Christmas, New Year's Eve",2024-12-20 06:58:42,December,Friday,669.89,45-54,Female
531,reel,Facebook,Technology,728,881,470,6090,0.19,Rural UP West,Telugu,Yes,Low,Ganesh Chaturthi,2024-09-24 09:51:13,September,Tuesday,3225.07,35-44,Male
532,static_image,Facebook,Entertainment,5010,792,236,2485,0.04,Rural NCR,Telugu,No,Medium,"Lohri, Pongal, Republic Day",2024-01-21 01:37:40,January,Sunday,172.32,45-54,Other
533,carousel,Instagram,Food,2917,271,29,1152,0.26,Rural Gujarat,Kannada,No,Low,Vasant Panchami,2024-02-25 17:39:40,February,Sunday,4656.27,35-44,Male
534,carousel,Facebook,Movies,1711,239,104,3748,0.28,Rural Bihar,Marathi,Yes,Low,Eid al-Adha,2024-07-12 06:29:28,July,Friday,1110.45,35-44,Female
535,carousel,Facebook,Education,795,930,483,10024,0.03,Rural NCR,Punjabi,No,Medium,"Lohri, Pongal, Republic Day",2024-01-22 04:15:30,January,Monday,2734.14,25-34,Female
536,static_image,YouTube,Technology,3172,153,443,5958,0.13,Bengaluru Suburban,English,No,Low,Vasant Panchami,2024-02-24 16:36:37,February,Saturday,2353.74,25-34,Male
537,static_image,YouTube,Food,1988,648,186,8089,0.07,Delhi NCR Urban,Tamil,No,Low,Rath Yatra,2024-06-02 15:08:40,June,Sunday,2469.39,55+,Other
538,video,Instagram,Technology,3922,1365,93,2032,0.36,Rural UP West,English,Yes,High,"Independence Day, Raksha Bandhan, Janmashtami, Onam",2024-08-24 16:57:37,August,Saturday,4178.89,18-24,Male
539,video,YouTube,Education,2495,916,459,596,0.13,Rural West Bengal,Odia,No,Low,"Christmas, New Year's Eve",2024-12-10 20:30:22,December,Tuesday,468.19,25-34,Male
540,static_image,Facebook,Technology,4033,391,422,6160,0.09,Rural NCR,Hinglish,No,Low,Rath Yatra,2024-06-11 16:33:49,June,Tuesday,4950.94,45-54,Other
541,static_image,YouTube,Health,492,956,429,11396,0.17,Noida Urban,Malayalam,Yes,Medium,"Baisakhi, Ram Navami",2024-04-04 01:19:29,April,Thursday,2508.16,18-24,Male
542,carousel,Instagram,Social Issues,4980,394,278,9952,0.18,Bengaluru Urban,Malayalam,No,Low,"Buddha Purnima, Eid al-Fitr",2024-05-05 18:26:53,May,Sunday,3332.34,35-44,Male
543,carousel,Instagram,Education,4698,19,77,2673,0.04,Noida Urban,Marathi,No,Low,Vasant Panchami,2024-02-08 21:33:10,February,Thursday,3593.94,25-34,Male
544,static_image,YouTube,Health,5258,454,289,9931,0.3,Hyderabad Urban,Kannada,Yes,Medium,"Holi, Maha Shivaratri",2024-03-13 23:54:43,March,Wednesday,1310.38,35-44,Other
545,carousel,Instagram,Finance,4738,327,252,849,0.13,Noida Urban,Bhojpuri,Yes,High,"Navratri, Durga Puja, Dussehra",2024-10-22 03:50:05,October,Tuesday,1021.89,45-54,Female
546,reel,Facebook,Finance,6490,156,69,11277,0.35,Noida Urban,Malayalam,Yes,High,"Diwali, Bhai Dooj",2024-11-19 23:59:45,November,Tuesday,362.69,35-44,Male
547,carousel,Instagram,Health,6304,1485,738,2371,0.12,Rural NCR,Punjabi,Yes,High,"Independence Day, Raksha Bandhan, Janmashtami, Onam",2024-08-12 09:31:41,August,Monday,214.37,18-24,Male
548,video,Instagram,Music,66,310,440,9742,0.14,Rural Karnataka North,Kannada,Yes,Low,"Buddha Purnima, Eid al-Fitr",2024-05-15 04:47:19,May,Wednesday,3957.54,45-54,Female
549,carousel,Instagram,Fashion,3800,422,350,6754,0.14,Rural Tamil Nadu South,Kannada,No,Low,"Buddha Purnima, Eid al-Fitr",2024-05-15 20:35:59,May,Wednesday,2045.55,25-34,Other
550,video,YouTube,Technology,1418,380,217,6114,0.34,Pune Urban,Kannada,Yes,Medium,"Baisakhi, Ram Navami",2024-04-05 01:51:25,April,Friday,1356.91,45-54,Other
551,video,YouTube,Education,4565,325,365,7957,0.25,Kolkata Urban,Hinglish,No,Low,"Christmas, New Year's Eve",2024-12-04 17:45:13,December,Wednesday,2104.03,45-54,Other
552,reel,Facebook,Social Issues,2855,364,485,4969,0.28,Rural West Bengal,Punjabi,No,Low,"Buddha Purnima, Eid al-Fitr",2024-05-11 05:50:24,May,Saturday,3107.05,18-24,Other
553,video,YouTube,Technology,3054,452,105,2724,0.14,Rural UP West,Punjabi,No,Low,Vasant Panchami,2024-02-24 18:04:22,February,Saturday,452.18,35-44,Male
554,reel,Instagram,Fashion,3318,195,193,1110,0.17,Mumbai Urban,Tamil,Yes,High,"Diwali, Bhai Dooj",2024-11-25 17:45:26,November,Monday,3026.1,35-44,Other
555,video,YouTube,Music,835,346,279,3618,0.1,Rural Tamil Nadu South,Hindi,No,Medium,"Baisakhi, Ram Navami",2024-04-27 19:47:27,April,Saturday,2925.86,35-44,Male
556,static_image,YouTube,Finance,1234,229,592,2648,0.2,Rural Tamil Nadu North,Marathi,No,Medium,"Holi, Maha Shivaratri",2024-03-23 05:01:02,March,Saturday,2600.52,35-44,Male
557,carousel,Facebook,Food,647,559,103,5750,0.19,Noida Urban,English,Yes,Low,Rath Yatra,2024-06-16 09:32:45,June,Sunday,2065.68,55+,Female
558,static_image,Facebook,Music,5130,609,52,11340,0.04,Hyderabad Urban,Telugu,No,Medium,"Baisakhi, Ram Navami",2024-04-02 05:17:14,April,Tuesday,2935.36,45-54,Other
559,video,YouTube,Health,1824,249,99,2149,0.23,Rural UP East,Marathi,Yes,High,"Independence Day, Raksha Bandhan, Janmashtami, Onam",2024-08-15 07:30:14,August,Thursday,2549.87,25-34,Other
560,static_image,YouTube,Food,1957,333,37,190,0.37,Rural Maharashtra North,Bengali,Yes,High,"Independence Day, Raksha Bandhan, Janmashtami, Onam",2024-08-24 07:00:03,August,Saturday,231.16,18-24,Male
561,static_image,YouTube,Food,2348,583,37,9565,0.22,Mumbai Urban,Gujarati,No,Low,Rath Yatra,2024-06-16 01:59:55,June,Sunday,1311.33,45-54,Male
562,static_image,Facebook,Music,676,702,460,9960,0.16,Gurgaon Urban,Bhojpuri,Yes,Medium,"Lohri, Pongal, Republic Day",2024-01-08 17:25:14,January,Monday,634.34,35-44,Female
563,static_image,Instagram,Food,2548,837,22,202,0.1,Rural Gujarat,English,No,Low,Eid al-Adha,2024-07-18 12:35:08,July,Thursday,4927.6,18-24,Male
564,static_image,YouTube,Movies,4665,909,271,4247,0.16,Rural Bihar,Malayalam,Yes,Low,Ganesh Chaturthi,2024-09-27 20:53:50,September,Friday,2518.4,45-54,Other
565,carousel,Instagram,Social Issues,2553,1140,278,2709,0.14,Rural West Bengal,Tamil,No,Medium,"Lohri, Pongal, Republic Day",2024-01-07 15:27:28,January,Sunday,2205.13,18-24,Female
566,static_image,Facebook,Health,1777,395,152,9329,0.08,Rural Tamil Nadu South,English,No,Low,"Christmas, New Year's Eve",2024-12-02 01:46:50,December,Monday,4701.15,18-24,Male
567,video,YouTube,Fashion,2391,541,66,13683,0.29,Rural Rajasthan,English,Yes,High,"Independence Day, Raksha Bandhan, Janmashtami, Onam",2024-08-09 03:01:19,August,Friday,3178.61,35-44,Female
568,static_image,YouTube,Education,2845,646,283,5492,0.29,Rural UP East,Kannada,No,Low,"Christmas, New Year's Eve",2024-12-12 14:57:55,December,Thursday,1914.36,35-44,Other
569,video,Facebook,Politics,1597,280,212,9216,0.16,Delhi Urban,English,No,Medium,"Baisakhi, Ram Navami",2024-04-07 19:03:22,April,Sunday,788.67,18-24,Male
570,reel,Instagram,Technology,3194,10,457,9906,0.11,Rural UP West,Gujarati,Yes,Low,Rath Yatra,2024-06-19 14:44:35,June,Wednesday,4734.48,55+,Male
571,video,YouTube,Education,4959,236,494,6262,0.06,Rural West Bengal,Urdu,No,Medium,"Baisakhi, Ram Navami",2024-04-13 14:05:54,April,Saturday,3275.95,25-34,Male
572,reel,Facebook,Education,2433,358,498,10298,0.29,Pune Urban,Punjabi,Yes,Medium,"Lohri, Pongal, Republic Day",2024-01-05 10:18:06,January,Friday,1990.87,25-34,Male
573,reel,Facebook,Finance,664,802,197,9868,0.2,Rural UP West,Odia,No,Low,Vasant Panchami,2024-02-29 05:03:06,February,Thursday,3190.72,18-24,Male
574,carousel,Instagram,Health,3696,314,268,6182,0.04,Rural UP East,Kannada,No,Low,"Buddha Purnima, Eid al-Fitr",2024-05-26 15:25:01,May,Sunday,4924.01,55+,Female
575,carousel,Facebook,Gaming,4995,754,237,4064,0.29,Rural Karnataka North,English,Yes,Low,"Buddha Purnima, Eid al-Fitr",2024-05-09 06:03:32,May,Thursday,3142.8,55+,Female
576,carousel,Instagram,Sports,720,743,264,8975,0.23,Rural Bihar,Malayalam,No,Low,Rath Yatra,2024-06-27 20:00:42,June,Thursday,4222.76,25-34,Male
577,static_image,Instagram,Sports,2652,1014,343,10954,0.34,Rural Maharashtra North,Punjabi,Yes,High,"Navratri, Durga Puja, Dussehra",2024-10-19 20:39:47,October,Saturday,2658.37,18-24,Other
578,static_image,YouTube,Gaming,490,490,105,1301,0.04,Rural Punjab,Hinglish,No,Low,"Christmas, New Year's Eve",2024-12-30 06:35:45,December,Monday,1564.09,35-44,Male
579,static_image,YouTube,Gaming,1027,877,379,5317,0.13,Delhi NCR Urban,Bhojpuri,No,Low,"Christmas, New Year's Eve",2024-12-15 02:42:48,December,Sunday,3265.71,55+,Other
580,video,Facebook,Politics,206,238,499,3713,0.04,Rural Karnataka South,Bhojpuri,No,Low,Rath Yatra,2024-06-09 13:24:52,June,Sunday,3211.33,35-44,Female
581,reel,Instagram,Politics,75,258,382,4930,0.1,Rural Karnataka South,Hindi,Yes,High,"Navratri, Durga Puja, Dussehra",2024-10-09 05:06:55,October,Wednesday,4924.72,35-44,Female
