post_type,timestamp,likes,comments,shares,state
reel,2024-12-18 17:30:24.701546,1741,121,130,Karnataka
carousel,2024-12-18 17:30:24.704060,1579,116,72,Tamil Nadu
carousel,2024-12-18 17:30:24.707455,1307,130,50,Maharashtra
static_image,2024-12-18 17:30:24.713825,839,86,54,West Bengal
static_image,2024-12-18 17:30:24.729836,504,31,12,West Bengal
carousel,2024-12-18 17:30:24.732015,541,102,33,Karnataka
static_image,2024-12-18 17:30:24.733825,530,54,49,Uttarakhand
reel,2024-12-18 17:30:24.734478,1686,172,233,Gujarat
reel,2024-12-18 17:30:24.738275,994,167,28,Gujarat
static_image,2024-12-18 17:53:24.731679,680,61,43,Rajasthan
reel,2024-12-18 18:03:24.731082,1756,183,172,Maharashtra
static_image,2024-12-18 18:59:24.718399,688,68,36,West Bengal
reel,2024-12-18 20:00:24.720693,1409,236,180,Tamil Nadu
reel,2024-12-18 20:43:24.727663,1714,262,77,Andhra Pradesh
carousel,2024-12-18 20:55:24.716312,882,70,72,Kerala
reel,2024-12-18 21:21:24.721333,1423,159,119,Karnataka
carousel,2024-12-19 01:01:24.713669,695,109,26,Maharashtra
reel,2024-12-19 01:16:24.737301,1245,80,148,Karnataka
carousel,2024-12-19 01:25:24.708996,780,70,45,West Bengal
reel,2024-12-19 03:45:24.686350,1442,178,88,Madhya Pradesh
static_image,2024-12-19 04:30:24.701348,376,55,7,Odisha
reel,2024-12-19 05:23:24.734094,597,149,68,Karnataka
reel,2024-12-19 05:26:24.690049,602,126,128,West Bengal
static_image,2024-12-19 06:35:24.720846,476,42,38,Telangana
carousel,2024-12-19 07:00:24.689473,567,47,45,Uttar Pradesh
reel,2024-12-19 07:00:24.694001,1231,130,95,Maharashtra
static_image,2024-12-19 07:00:24.698606,884,93,30,Gujarat
static_image,2024-12-19 07:00:24.702172,724,78,16,West Bengal
static_image,2024-12-19 07:00:24.702622,470,62,62,Delhi
carousel,2024-12-19 07:00:24.702894,306,60,39,Kerala
carousel,2024-12-19 07:00:24.711099,600,64,24,Uttar Pradesh
carousel,2024-12-19 07:00:24.711491,778,56,57,Gujarat
reel,2024-12-19 07:00:24.722754,1120,129,54,Kerala
reel,2024-12-19 07:00:24.733453,858,147,81,Kerala
reel,2024-12-19 07:00:24.737699,1007,161,59,Karnataka
reel,2024-12-19 07:00:24.739777,862,121,80,Maharashtra
reel,2024-12-19 07:00:24.740262,1128,92,77,West Bengal
static_image,2024-12-19 07:42:24.730556,411,70,16,Tamil Nadu
static_image,2024-12-19 08:14:24.706792,557,77,46,West Bengal
reel,2024-12-19 09:34:24.690337,973,67,140,Punjab
carousel,2024-12-19 09:38:24.717293,559,64,26,Uttar Pradesh
static_image,2024-12-19 10:27:24.697827,599,41,46,Tamil Nadu
static_image,2024-12-19 11:00:24.690315,701,81,50,Uttar Pradesh
reel,2024-12-19 11:00:24.691865,2302,255,97,Delhi
static_image,2024-12-19 11:00:24.695392,1117,149,95,Maharashtra
reel,2024-12-19 11:00:24.699451,1479,127,151,West Bengal
carousel,2024-12-19 11:00:24.707786,970,150,29,West Bengal
reel,2024-12-19 11:00:24.707918,2278,214,87,West Bengal
reel,2024-12-19 11:00:24.718602,2407,184,109,Maharashtra
reel,2024-12-19 11:00:24.719244,1993,190,167,Telangana
static_image,2024-12-19 11:00:24.721002,1196,79,65,Jharkhand
static_image,2024-12-19 11:00:24.723045,615,69,45,Jharkhand
static_image,2024-12-19 12:00:24.687134,621,89,43,Madhya Pradesh
static_image,2024-12-19 12:00:24.698672,689,48,40,Telangana
static_image,2024-12-19 12:00:24.709063,681,106,65,Kerala
carousel,2024-12-19 12:00:24.716532,813,17,47,Gujarat
carousel,2024-12-19 12:00:24.721994,1124,101,37,Tamil Nadu
static_image,2024-12-19 12:00:24.722665,785,109,75,Karnataka
carousel,2024-12-19 12:00:24.725201,1258,205,42,Maharashtra
static_image,2024-12-19 12:00:24.734963,607,101,64,Jammu and Kashmir
reel,2024-12-19 12:00:24.740196,1929,235,96,Assam
static_image,2024-12-19 12:24:24.691909,589,100,40,Bihar
static_image,2024-12-19 12:49:24.707061,892,99,73,Andhra Pradesh
static_image,2024-12-19 14:00:24.690027,753,59,32,Karnataka
reel,2024-12-19 14:00:24.695778,880,96,81,Delhi
carousel,2024-12-19 14:00:24.700715,761,56,41,Rajasthan
reel,2024-12-19 14:00:24.702577,1814,128,76,Uttar Pradesh
reel,2024-12-19 14:00:24.705552,1801,277,57,Maharashtra
reel,2024-12-19 14:00:24.708796,856,71,89,Bihar
static_image,2024-12-19 14:00:24.710232,779,66,50,Karnataka
static_image,2024-12-19 14:00:24.710575,522,91,41,Punjab
static_image,2024-12-19 14:00:24.711711,933,55,33,Karnataka
carousel,2024-12-19 14:00:24.714525,667,45,54,Karnataka
reel,2024-12-19 14:00:24.720737,1684,152,97,Telangana
static_image,2024-12-19 14:00:24.728651,733,94,58,Maharashtra
static_image,2024-12-19 14:00:24.732687,831,54,40,Bihar
carousel,2024-12-19 14:00:24.733042,699,58,38,Maharashtra
carousel,2024-12-19 14:00:24.734229,865,64,48,Kerala
reel,2024-12-19 14:00:24.740680,1306,132,54,Andhra Pradesh
reel,2024-12-19 14:00:24.742388,1128,144,78,Madhya Pradesh
carousel,2024-12-19 15:10:24.736974,1129,139,52,Gujarat
static_image,2024-12-19 16:06:24.700327,692,60,29,Telangana
reel,2024-12-19 16:30:24.688276,1942,171,111,Uttar Pradesh
static_image,2024-12-19 16:30:24.690071,887,74,42,Kerala
reel,2024-12-19 16:30:24.691799,831,137,28,Bihar
reel,2024-12-19 16:30:24.699403,1457,176,95,Gujarat
carousel,2024-12-19 16:30:24.718920,811,111,31,Kerala
carousel,2024-12-19 16:30:24.719397,1017,147,42,Punjab
carousel,2024-12-19 16:30:24.735073,598,77,38,West Bengal
static_image,2024-12-19 16:30:24.735782,785,68,25,Madhya Pradesh
static_image,2024-12-19 16:47:24.689584,496,59,77,Kerala
carousel,2024-12-19 17:38:24.730332,1421,152,63,Delhi
carousel,2024-12-19 18:10:24.713959,708,54,41,Manipur
static_image,2024-12-19 18:24:24.734207,769,79,24,Maharashtra
reel,2024-12-19 18:30:24.705686,567,75,63,Jharkhand
reel,2024-12-19 18:30:24.710276,960,138,109,Karnataka
static_image,2024-12-19 18:30:24.725712,346,9,13,Bihar
static_image,2024-12-19 18:30:24.733354,552,48,30,Jharkhand
carousel,2024-12-19 18:30:24.738033,649,92,65,Punjab
carousel,2024-12-19 18:30:24.740922,829,142,41,Tamil Nadu
static_image,2024-12-19 18:30:24.742155,1449,103,29,Tamil Nadu
carousel,2024-12-19 18:48:24.725909,537,55,37,Uttar Pradesh
carousel,2024-12-19 20:27:24.729911,1205,16,28,Goa
reel,2024-12-19 21:00:24.699475,1295,168,86,Bihar
reel,2024-12-19 21:00:24.704038,1204,170,46,Rajasthan
static_image,2024-12-19 21:00:24.705843,450,31,28,Himachal Pradesh
static_image,2024-12-19 21:00:24.706349,674,66,50,Assam
static_image,2024-12-19 21:00:24.708951,467,53,35,Gujarat
reel,2024-12-19 21:00:24.712296,1113,135,126,Karnataka
carousel,2024-12-19 21:00:24.731103,576,74,41,Telangana
static_image,2024-12-19 21:00:24.733331,686,70,29,Assam
carousel,2024-12-19 21:00:24.735359,528,115,44,Delhi
static_image,2024-12-19 21:00:24.740526,758,65,71,Delhi
carousel,2024-12-19 21:00:24.742185,628,95,52,Haryana
static_image,2024-12-19 22:15:24.689127,622,47,18,Madhya Pradesh
static_image,2024-12-19 23:16:24.706981,502,46,11,Haryana
static_image,2024-12-20 00:30:24.689105,721,62,52,Kerala
static_image,2024-12-20 00:30:24.689384,669,78,35,Telangana
reel,2024-12-20 00:30:24.689562,1647,166,89,Karnataka
carousel,2024-12-20 00:30:24.690536,484,42,37,Jharkhand
carousel,2024-12-20 00:30:24.697959,658,90,52,Haryana
static_image,2024-12-20 00:30:24.701458,588,76,30,Kerala
carousel,2024-12-20 00:30:24.708709,734,110,58,Uttar Pradesh
static_image,2024-12-20 00:30:24.710254,935,99,37,Gujarat
carousel,2024-12-20 00:30:24.710776,395,47,17,Chhattisgarh
reel,2024-12-20 00:30:24.712006,699,163,47,Karnataka
static_image,2024-12-20 00:30:24.713272,539,92,20,Rajasthan
reel,2024-12-20 00:30:24.714250,1213,170,58,Gujarat
static_image,2024-12-20 00:30:24.714775,572,71,40,Karnataka
static_image,2024-12-20 00:30:24.716996,536,60,25,Uttar Pradesh
static_image,2024-12-20 00:30:24.719419,606,46,41,Karnataka
carousel,2024-12-20 00:30:24.723133,791,153,30,Maharashtra
reel,2024-12-20 00:30:24.725047,842,82,59,Madhya Pradesh
reel,2024-12-20 00:30:24.725558,1157,181,131,Telangana
static_image,2024-12-20 00:30:24.729162,396,30,28,Mizoram
reel,2024-12-20 00:30:24.732954,1065,157,75,West Bengal
reel,2024-12-20 00:30:24.739341,1974,131,142,Delhi
static_image,2024-12-20 00:30:24.739452,642,84,42,Kerala
reel,2024-12-20 01:08:24.719788,1231,267,67,Maharashtra
carousel,2024-12-20 01:57:24.717492,826,84,43,Madhya Pradesh
reel,2024-12-20 02:23:24.696837,1354,137,136,Haryana
reel,2024-12-20 03:25:24.729473,1280,199,134,Maharashtra
carousel,2024-12-20 04:33:24.738055,562,46,48,Telangana
carousel,2024-12-20 06:20:24.719332,991,81,45,Maharashtra
static_image,2024-12-20 07:41:24.720115,652,85,68,Kerala
carousel,2024-12-20 07:44:24.743580,657,136,32,Tamil Nadu
reel,2024-12-20 07:48:24.711144,1344,58,166,Kerala
static_image,2024-12-20 11:15:24.707325,701,70,60,Rajasthan
static_image,2024-12-20 11:28:24.735962,1374,148,69,Maharashtra
static_image,2024-12-20 12:08:24.720093,801,93,55,Karnataka
reel,2024-12-20 12:28:24.725223,1483,174,219,Tamil Nadu
carousel,2024-12-20 13:47:24.694772,932,97,63,Tamil Nadu
reel,2024-12-20 14:00:24.686683,1226,190,104,Andhra Pradesh
carousel,2024-12-20 14:00:24.689495,733,37,38,Odisha
reel,2024-12-20 14:00:24.695044,1211,117,85,Uttar Pradesh
carousel,2024-12-20 14:00:24.696056,1158,75,24,Punjab
carousel,2024-12-20 14:00:24.697893,842,125,58,Kerala
reel,2024-12-20 14:00:24.698990,1178,122,86,Telangana
static_image,2024-12-20 14:00:24.700193,543,35,28,Kerala
carousel,2024-12-20 14:00:24.700493,950,131,74,Karnataka
reel,2024-12-20 14:00:24.701047,2443,148,45,Karnataka
static_image,2024-12-20 14:00:24.709990,707,48,29,Jharkhand
static_image,2024-12-20 14:00:24.712882,438,42,18,West Bengal
reel,2024-12-20 14:00:24.713341,981,215,147,Rajasthan
static_image,2024-12-20 14:00:24.714595,616,18,13,Gujarat
reel,2024-12-20 14:00:24.714708,1399,108,91,Gujarat
static_image,2024-12-20 14:00:24.718141,425,51,47,Himachal Pradesh
carousel,2024-12-20 14:00:24.725313,1256,119,46,Kerala
static_image,2024-12-20 14:00:24.725975,1088,98,88,Maharashtra
carousel,2024-12-20 14:00:24.729293,495,88,57,Karnataka
reel,2024-12-20 14:00:24.730881,860,197,79,West Bengal
static_image,2024-12-20 14:00:24.735916,1080,74,42,Maharashtra
carousel,2024-12-20 14:00:24.742318,625,48,58,Karnataka
reel,2024-12-20 14:00:24.743530,1559,194,113,West Bengal
carousel,2024-12-20 14:30:24.688557,627,88,33,Gujarat
carousel,2024-12-20 14:30:24.693523,694,121,83,Punjab
carousel,2024-12-20 14:30:24.709791,793,95,45,Tripura
reel,2024-12-20 14:30:24.723502,1278,221,86,Maharashtra
carousel,2024-12-20 14:30:24.727616,796,65,48,Tripura
carousel,2024-12-20 14:30:24.727839,742,86,19,Maharashtra
carousel,2024-12-20 15:58:24.692160,848,143,88,Uttar Pradesh
reel,2024-12-20 16:53:24.732354,1130,130,97,Rajasthan
reel,2024-12-20 17:01:24.736139,1502,161,136,Gujarat
static_image,2024-12-20 18:23:24.699427,578,89,17,Goa
reel,2024-12-20 20:45:24.709107,1812,157,100,Goa
carousel,2024-12-20 20:52:24.698694,817,185,102,Maharashtra
static_image,2024-12-20 21:41:24.693869,832,87,18,Gujarat
carousel,2024-12-20 22:10:24.715620,879,97,46,Goa
static_image,2024-12-20 22:13:24.719832,506,88,70,Tamil Nadu
static_image,2024-12-20 22:30:24.685978,609,116,40,Karnataka
static_image,2024-12-20 22:30:24.699014,772,125,58,Tamil Nadu
carousel,2024-12-20 22:30:24.699091,591,63,37,Madhya Pradesh
static_image,2024-12-20 22:30:24.699331,476,28,40,Tamil Nadu
static_image,2024-12-20 22:30:24.702261,498,54,36,Assam
static_image,2024-12-20 22:30:24.703478,849,76,60,Delhi
reel,2024-12-20 22:30:24.707808,730,154,69,Kerala
reel,2024-12-20 22:30:24.715648,969,80,63,Sikkim
reel,2024-12-20 22:30:24.715955,1640,160,157,Delhi
static_image,2024-12-20 22:30:24.717403,686,95,49,Kerala
reel,2024-12-20 22:30:24.717690,2182,228,130,Tamil Nadu
carousel,2024-12-20 22:30:24.717956,1356,61,68,Telangana
carousel,2024-12-20 22:30:24.719721,1017,75,53,West Bengal
static_image,2024-12-20 22:30:24.719898,744,70,57,Punjab
carousel,2024-12-20 22:30:24.723392,1035,169,63,Delhi
static_image,2024-12-20 22:30:24.725865,1044,78,15,Gujarat
static_image,2024-12-20 22:30:24.726976,538,46,25,Mizoram
reel,2024-12-20 22:30:24.729096,1584,138,115,Tamil Nadu
static_image,2024-12-20 22:30:24.733087,427,41,34,West Bengal
carousel,2024-12-20 22:30:24.735227,749,53,49,Telangana
carousel,2024-12-20 22:30:24.736028,615,92,55,Madhya Pradesh
carousel,2024-12-20 22:30:24.736683,1187,125,61,Delhi
reel,2024-12-20 22:30:24.739998,1223,169,118,Karnataka
reel,2024-12-20 22:30:24.742208,1470,259,107,Chhattisgarh
static_image,2024-12-20 22:58:24.690181,546,90,39,Bihar
reel,2024-12-20 23:38:24.742718,1358,201,113,Telangana
static_image,2024-12-20 23:51:24.705463,496,27,22,Madhya Pradesh
reel,2024-12-21 01:21:24.719876,1233,90,143,Delhi
reel,2024-12-21 01:28:24.693641,774,103,63,Telangana
carousel,2024-12-21 02:04:24.722842,1437,110,73,Delhi
reel,2024-12-21 02:11:24.711579,776,78,66,Uttar Pradesh
carousel,2024-12-21 02:37:24.735624,664,34,51,Karnataka
reel,2024-12-21 02:40:24.700825,959,42,45,Uttar Pradesh
carousel,2024-12-21 05:06:24.724936,940,80,41,Goa
static_image,2024-12-21 05:20:24.707303,369,76,28,Telangana
carousel,2024-12-21 05:31:24.696933,502,91,35,Uttarakhand
static_image,2024-12-21 06:00:24.690763,407,44,24,Uttar Pradesh
carousel,2024-12-21 06:00:24.699037,565,106,58,Maharashtra
carousel,2024-12-21 06:00:24.700626,476,50,31,Telangana
carousel,2024-12-21 06:00:24.702238,605,71,43,Tamil Nadu
static_image,2024-12-21 06:00:24.705022,537,72,30,Gujarat
reel,2024-12-21 06:00:24.707369,1651,117,100,Maharashtra
carousel,2024-12-21 06:00:24.709040,700,115,38,Delhi
reel,2024-12-21 06:00:24.709222,928,97,42,Gujarat
reel,2024-12-21 06:00:24.714317,992,83,49,Bihar
carousel,2024-12-21 06:00:24.716642,1042,83,78,Karnataka
carousel,2024-12-21 06:00:24.718235,1025,132,57,Maharashtra
carousel,2024-12-21 06:00:24.719766,946,132,37,Delhi
reel,2024-12-21 06:00:24.725135,728,104,44,Telangana
carousel,2024-12-21 06:00:24.732104,644,89,29,West Bengal
reel,2024-12-21 06:00:24.740240,1539,101,152,Delhi
carousel,2024-12-21 07:00:24.690829,785,95,65,Delhi
carousel,2024-12-21 07:00:24.701201,668,71,35,Haryana
reel,2024-12-21 07:00:24.705397,1226,143,157,Maharashtra
carousel,2024-12-21 07:00:24.705419,481,39,4,Chhattisgarh
static_image,2024-12-21 07:00:24.709085,545,43,29,Telangana
carousel,2024-12-21 07:00:24.709407,576,76,33,Haryana
static_image,2024-12-21 07:00:24.716687,738,124,47,West Bengal
static_image,2024-12-21 07:00:24.719017,359,43,33,Goa
static_image,2024-12-21 07:00:24.722907,722,87,37,Telangana
carousel,2024-12-21 07:00:24.735249,653,54,44,Gujarat
static_image,2024-12-21 07:25:24.739843,657,37,28,Tamil Nadu
reel,2024-12-21 07:47:24.700649,1481,136,118,Maharashtra
carousel,2024-12-21 09:09:24.692925,726,61,27,Delhi
carousel,2024-12-21 11:25:24.690159,1155,130,69,Delhi
carousel,2024-12-21 12:00:24.737989,1934,152,79,Gujarat
carousel,2024-12-21 13:30:24.732709,907,90,67,Karnataka
carousel,2024-12-21 13:47:24.690741,591,74,29,Maharashtra
reel,2024-12-21 14:43:24.730578,1273,263,164,Maharashtra
reel,2024-12-21 15:00:24.687159,2474,187,223,Gujarat
static_image,2024-12-21 15:00:24.690404,864,82,37,Kerala
static_image,2024-12-21 15:00:24.702128,713,123,44,West Bengal
reel,2024-12-21 15:00:24.705154,1338,233,91,Chhattisgarh
carousel,2024-12-21 15:00:24.706107,1099,91,54,Kerala
reel,2024-12-21 15:00:24.715753,2493,217,162,Maharashtra
carousel,2024-12-21 15:00:24.717514,1155,79,75,Rajasthan
carousel,2024-12-21 15:00:24.722104,849,113,97,Maharashtra
carousel,2024-12-21 15:00:24.722171,962,78,84,Uttar Pradesh
static_image,2024-12-21 15:00:24.724572,690,74,82,Delhi
reel,2024-12-21 15:00:24.727751,1477,102,110,Odisha
reel,2024-12-21 15:00:24.737566,1442,113,83,Karnataka
static_image,2024-12-21 15:22:24.702807,1028,168,72,Kerala
static_image,2024-12-21 15:30:24.741935,772,78,35,Mizoram
carousel,2024-12-21 15:47:24.691120,987,58,54,Rajasthan
reel,2024-12-21 17:12:24.728761,1180,154,31,Rajasthan
reel,2024-12-21 18:10:24.719516,1122,112,100,Bihar
static_image,2024-12-21 19:56:24.725580,751,82,12,Karnataka
static_image,2024-12-21 20:30:24.688926,1236,68,47,Andhra Pradesh
carousel,2024-12-21 20:30:24.689606,1795,176,36,Gujarat
reel,2024-12-21 20:30:24.690360,1096,125,115,West Bengal
reel,2024-12-21 20:30:24.691435,1624,261,159,Punjab
static_image,2024-12-21 20:30:24.691776,984,164,54,Tamil Nadu
static_image,2024-12-21 20:30:24.691974,583,74,62,Karnataka
carousel,2024-12-21 20:30:24.694977,864,74,75,Assam
carousel,2024-12-21 20:30:24.702106,1019,110,61,Delhi
static_image,2024-12-21 20:30:24.706748,806,88,54,Haryana
carousel,2024-12-21 20:30:24.714953,844,175,110,Telangana
reel,2024-12-21 20:30:24.717845,2024,148,126,Telangana
carousel,2024-12-21 20:30:24.718190,1214,128,75,Kerala
reel,2024-12-21 20:30:24.724660,1935,167,100,Telangana
reel,2024-12-21 20:30:24.725535,2497,185,240,Gujarat
static_image,2024-12-21 20:30:24.726888,743,87,17,West Bengal
static_image,2024-12-21 20:30:24.733737,883,47,71,Kerala
static_image,2024-12-21 20:30:24.741165,1064,109,86,Gujarat
static_image,2024-12-21 23:08:24.731303,577,77,32,Punjab
static_image,2024-12-22 00:36:24.741913,528,18,33,Manipur
static_image,2024-12-22 01:09:24.705353,644,59,27,Gujarat
carousel,2024-12-22 02:00:24.688904,700,97,46,West Bengal
static_image,2024-12-22 02:00:24.688994,572,74,55,Punjab
static_image,2024-12-22 02:00:24.693404,828,58,40,Maharashtra
reel,2024-12-22 02:00:24.699379,1286,136,139,Punjab
static_image,2024-12-22 02:00:24.699548,454,35,33,Haryana
reel,2024-12-22 02:00:24.700238,1703,8,104,Kerala
reel,2024-12-22 02:00:24.700582,1262,259,108,Delhi
static_image,2024-12-22 02:00:24.708537,384,42,25,Odisha
static_image,2024-12-22 02:00:24.714272,735,71,25,Telangana
carousel,2024-12-22 02:00:24.717040,754,64,46,West Bengal
reel,2024-12-22 02:00:24.719172,1114,187,151,Maharashtra
reel,2024-12-22 02:00:24.720159,1101,88,42,Madhya Pradesh
static_image,2024-12-22 02:00:24.724704,917,63,23,Uttar Pradesh
reel,2024-12-22 02:00:24.725931,921,42,63,Maharashtra
carousel,2024-12-22 02:00:24.726085,389,64,28,West Bengal
carousel,2024-12-22 02:00:24.734545,521,77,27,Madhya Pradesh
static_image,2024-12-22 02:00:24.736205,404,44,12,Himachal Pradesh
static_image,2024-12-22 02:00:24.741979,683,36,38,Kerala
reel,2024-12-22 02:08:24.734391,960,91,107,Tamil Nadu
carousel,2024-12-22 02:34:24.723112,899,88,49,Rajasthan
carousel,2024-12-22 03:18:24.742024,626,59,45,Kerala
static_image,2024-12-22 03:32:24.711188,560,64,29,Maharashtra
static_image,2024-12-22 06:18:24.700149,490,55,27,Kerala
reel,2024-12-22 06:44:24.740746,949,112,50,Tamil Nadu
reel,2024-12-22 07:11:24.726064,1453,77,118,Karnataka
carousel,2024-12-22 07:12:24.711821,745,92,18,Tamil Nadu
carousel,2024-12-22 09:11:24.708731,697,44,36,Uttarakhand
carousel,2024-12-22 11:15:24.739633,900,89,45,Bihar
reel,2024-12-22 11:42:24.691547,1925,276,134,Rajasthan
carousel,2024-12-22 14:49:24.707499,957,88,50,Punjab
carousel,2024-12-22 15:49:24.689961,665,72,39,Telangana
carousel,2024-12-22 16:00:24.689762,726,75,85,Kerala
carousel,2024-12-22 16:00:24.695370,1023,101,21,Jharkhand
static_image,2024-12-22 16:00:24.699950,367,65,36,Odisha
carousel,2024-12-22 16:00:24.708449,968,96,59,West Bengal
carousel,2024-12-22 16:00:24.710864,1035,114,23,Delhi
static_image,2024-12-22 16:00:24.716485,469,42,44,Gujarat
static_image,2024-12-22 16:00:24.722710,527,127,41,Delhi
carousel,2024-12-22 16:00:24.724440,1026,121,34,Uttar Pradesh
static_image,2024-12-22 16:00:24.726312,297,28,21,Mizoram
reel,2024-12-22 16:00:24.726558,1003,159,79,Rajasthan
reel,2024-12-22 16:00:24.733961,1521,193,74,Maharashtra
carousel,2024-12-22 16:00:24.737169,872,47,39,Tamil Nadu
carousel,2024-12-22 16:00:24.740460,568,113,47,Punjab
reel,2024-12-22 16:14:24.738143,2232,167,150,West Bengal
carousel,2024-12-22 16:48:24.739474,503,65,39,Karnataka
carousel,2024-12-22 17:30:24.687682,1298,100,42,Delhi
static_image,2024-12-22 17:30:24.696472,655,113,47,Maharashtra
reel,2024-12-22 17:30:24.697581,1109,161,96,Maharashtra
static_image,2024-12-22 17:30:24.716220,652,90,67,Maharashtra
static_image,2024-12-22 17:30:24.721752,731,34,30,Uttarakhand
carousel,2024-12-22 17:30:24.721972,768,103,51,Gujarat
static_image,2024-12-22 17:30:24.726471,617,73,61,Maharashtra
static_image,2024-12-22 17:30:24.729760,785,78,47,Kerala
carousel,2024-12-22 17:30:24.730399,841,95,51,Delhi
static_image,2024-12-22 17:30:24.732555,693,61,32,Gujarat
carousel,2024-12-22 17:30:24.734875,653,111,52,Maharashtra
static_image,2024-12-22 17:30:24.737923,456,54,29,Sikkim
reel,2024-12-22 17:30:24.738869,1336,78,58,Karnataka
static_image,2024-12-22 17:30:24.739006,486,57,27,Manipur
carousel,2024-12-22 18:04:24.706262,782,40,52,Rajasthan
carousel,2024-12-22 19:00:24.696885,1554,109,73,Rajasthan
static_image,2024-12-22 19:00:24.697242,849,60,78,West Bengal
static_image,2024-12-22 19:00:24.697287,539,80,50,Rajasthan
static_image,2024-12-22 19:00:24.706570,903,77,80,Uttar Pradesh
carousel,2024-12-22 19:00:24.709747,941,123,52,Uttar Pradesh
static_image,2024-12-22 19:00:24.710553,807,113,50,Gujarat
carousel,2024-12-22 19:00:24.713802,698,77,56,Jharkhand
reel,2024-12-22 19:00:24.717668,2187,249,230,Telangana
static_image,2024-12-22 19:00:24.722409,1821,146,67,Delhi
reel,2024-12-22 19:00:24.722431,1792,229,203,Uttar Pradesh
static_image,2024-12-22 19:00:24.729052,835,88,40,Punjab
static_image,2024-12-22 19:00:24.729140,966,46,46,Maharashtra
carousel,2024-12-22 19:00:24.732466,876,106,29,Jharkhand
carousel,2024-12-22 19:00:24.741640,735,63,47,Nagaland
carousel,2024-12-22 21:01:24.691009,717,65,37,Delhi
carousel,2024-12-22 21:27:24.727463,466,61,34,Jharkhand
carousel,2024-12-22 23:20:24.713735,302,51,30,Telangana
carousel,2024-12-22 23:37:24.708752,809,69,30,Delhi
reel,2024-12-22 23:53:24.732420,1326,175,86,Delhi
reel,2024-12-23 00:19:24.708062,1135,152,112,Haryana
reel,2024-12-23 01:01:24.699658,651,90,31,Haryana
static_image,2024-12-23 01:24:24.724752,839,68,37,Telangana
reel,2024-12-23 05:00:24.710503,1536,114,124,Karnataka
reel,2024-12-23 05:05:24.714997,1020,95,98,Bihar
reel,2024-12-23 06:14:24.709200,521,158,63,Odisha
reel,2024-12-23 06:22:24.694912,907,93,63,Rajasthan
reel,2024-12-23 07:27:24.722343,1223,90,72,Gujarat
static_image,2024-12-23 07:31:24.736863,487,61,33,Andhra Pradesh
static_image,2024-12-23 08:16:24.696596,511,49,21,Punjab
reel,2024-12-23 09:27:24.695141,2149,320,202,Delhi
reel,2024-12-23 11:00:24.689016,1688,152,40,Telangana
static_image,2024-12-23 11:00:24.691255,910,47,45,Madhya Pradesh
reel,2024-12-23 11:00:24.694194,1939,203,118,Assam
carousel,2024-12-23 11:00:24.703124,1379,108,59,Madhya Pradesh
static_image,2024-12-23 11:00:24.705864,962,91,86,Gujarat
static_image,2024-12-23 11:00:24.706959,594,57,57,Madhya Pradesh
carousel,2024-12-23 11:00:24.708382,624,97,44,Uttar Pradesh
reel,2024-12-23 11:00:24.709879,1517,104,250,Nagaland
static_image,2024-12-23 11:00:24.711623,1283,95,58,Delhi
carousel,2024-12-23 11:00:24.718377,1007,92,75,West Bengal
static_image,2024-12-23 11:00:24.722258,681,98,36,Punjab
carousel,2024-12-23 11:00:24.722321,2122,125,79,Maharashtra
carousel,2024-12-23 11:00:24.724192,1149,81,116,Kerala
static_image,2024-12-23 11:00:24.736727,853,96,20,Uttar Pradesh
static_image,2024-12-23 11:00:24.741555,1200,46,56,Maharashtra
carousel,2024-12-23 11:07:24.723238,821,161,81,Delhi
static_image,2024-12-23 11:35:24.731943,1011,61,18,Uttar Pradesh
static_image,2024-12-23 12:00:24.686658,860,71,42,Gujarat
carousel,2024-12-23 12:00:24.691321,1370,169,58,Maharashtra
reel,2024-12-23 12:00:24.691481,2693,344,151,Karnataka
carousel,2024-12-23 12:00:24.694662,1075,106,35,West Bengal
carousel,2024-12-23 12:00:24.694956,1615,159,36,Maharashtra
static_image,2024-12-23 12:00:24.696226,1049,68,44,West Bengal
reel,2024-12-23 12:00:24.706814,1480,139,157,Delhi
reel,2024-12-23 12:00:24.707237,1669,229,135,Andhra Pradesh
static_image,2024-12-23 12:00:24.709178,649,131,31,Himachal Pradesh
static_image,2024-12-23 12:00:24.713937,873,62,40,Assam
reel,2024-12-23 12:00:24.714004,1428,188,161,Gujarat
carousel,2024-12-23 12:00:24.715330,934,145,50,Uttar Pradesh
carousel,2024-12-23 12:00:24.718580,1069,84,46,Assam
static_image,2024-12-23 12:00:24.730127,850,101,45,Haryana
reel,2024-12-23 12:00:24.732865,2585,400,151,Maharashtra
static_image,2024-12-23 12:00:24.735737,1032,91,18,Tamil Nadu
static_image,2024-12-23 12:00:24.735940,805,115,38,Kerala
static_image,2024-12-23 12:00:24.738802,838,91,30,Maharashtra
reel,2024-12-23 12:57:24.696741,2326,202,98,Uttar Pradesh
carousel,2024-12-23 13:21:24.725335,431,60,50,Jammu and Kashmir
reel,2024-12-23 13:40:24.725179,934,188,113,Maharashtra
static_image,2024-12-23 13:52:24.708687,1210,101,71,Karnataka
carousel,2024-12-23 14:16:24.733625,1211,92,73,Maharashtra
reel,2024-12-23 15:15:24.694238,1444,292,103,Tamil Nadu
reel,2024-12-23 15:15:24.701024,1843,320,158,Maharashtra
